DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,SPEED,HEADING,IMO,NAME,CALLSIGN,AISTYPE,A,B,C,D,DRAUGHT,DESTINATION,ETA
4/14/2016 17:04,220530000,36.40642,17.54513,271,11.7,511,9431264,KIRSTEN MAERSK,OYDH2,89,146,37,14,13,11.7,LAVERA,4/17/2016 10:00
4/14/2016 17:04,271000654,36.476,17.17833,272,12.5,511,9238076,YIGITCAN A,TCTP,71,11,145,12,12,9,CAGLIARI,4/15/2016 21:59
4/14/2016 17:04,256247000,37.4731,16.94458,106,10.8,511,9369928,FETEKOZ,9HA3865,89,80,25,10,7,6.9,BEIRUT,4/18/2016 12:00
4/14/2016 17:04,247226900,36.52383,16.92867,91,14.2,511,9379337,ICE POINT,ICIB,80,152,30,14,18,8.4,TUAPSE,4/19/2016 12:00
4/14/2016 17:04,538005838,36.9303,16.45596,324.1,20.6,511,9708837,AL MURABBA,V7HK9,71,140,228,20,31,11.9,EG PSE>IT SPE,4/16/2016 0:00
4/14/2016 17:08,255805623,37.61976,16.86865,289,16.2,511,9236274,PACUL,CQFV,71,120,29,10,13,7.8,NAPLES,4/15/2016 11:00
4/14/2016 18:00,310610000,37.71782,17.78096,93.5,15.2,511,9424883,AZURA,ZCEE2,60,36,253,18,18,8.7,ZAKINTHOS,4/15/2016 4:00
4/14/2016 18:00,256684000,37.58192,16.84618,103,7.6,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/14/2016 18:01,256247000,37.41457,17.14535,113,10.9,511,9369928,FETEKOZ,9HA3865,89,80,25,10,7,6.9,BEIRUT,4/18/2016 12:00
4/14/2016 18:02,538005381,37.50373,17.39477,108.6,12.7,511,9319868,CANOPUS,V7DF6,72,126,14,12,8,7.2,BURGAS,4/17/2016 23:59
4/14/2016 18:03,247238700,37.40157,17.74298,284,10.2,511,9404637,LEALE,ICIQ,80,0,112,0,17,6,LIVORNO,4/16/2016 12:00
4/14/2016 18:04,220530000,36.4125,17.31067,272,11.7,511,9431264,KIRSTEN MAERSK,OYDH2,89,146,37,14,13,11.7,LAVERA,4/17/2016 10:00
4/14/2016 18:04,357444000,37.32793,18.01408,284.1,15,511,9102710,MSC MEDITERRANEAN,H8JI,71,184,19,20,10,8.8,GIOIA TAURO,4/15/2016 5:00
4/14/2016 18:04,229632000,37.53837,17.43732,236.5,13.2,511,9669653,CIELO DI GAETA,9HA3467,89,148,35,8,24,9.1,BRUNSBUTTEL,4/23/2016 16:00
4/14/2016 18:04,273350570,37.71508,17.52433,196,2.1,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/15/2016 23:00
4/14/2016 18:04,353401000,37.62337,16.68113,218.9,14.8,511,9506174,GAZ CONCORD,3FVO7,83,91,29,6,14,5.8,MALTA,4/15/2016 5:00
4/14/2016 18:04,255805623,37.6969,16.56152,286,15.9,511,9236274,PACUL,CQFV,71,120,29,10,13,7.8,NAPLES,4/15/2016 11:00
4/14/2016 18:14,226276000,36.70933,16.896,243,7.4,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3,VALLETTA,4/15/2016 12:30
4/14/2016 18:15,247226900,36.51567,17.27683,92,14.2,511,9379337,ICE POINT,ICIB,80,152,30,14,18,8.4,TUAPSE,4/19/2016 12:00
4/14/2016 18:37,271000654,36.48117,16.78083,272,12.9,511,9238076,YIGITCAN A,TCTP,71,11,145,12,12,9,CAGLIARI,4/15/2016 21:59
4/14/2016 19:00,256684000,37.54458,17.0018,108,7.6,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/14/2016 19:01,271000654,36.48417,16.67417,272,12.9,511,9238076,YIGITCAN A,TCTP,71,11,145,12,12,9,CAGLIARI,4/15/2016 21:59
4/14/2016 19:01,357444000,37.38652,17.71844,283.2,14.2,511,9102710,MSC MEDITERRANEAN,H8JI,71,184,19,20,10,8.8,GIOIA TAURO,4/15/2016 5:00
4/14/2016 19:03,256247000,37.33763,17.3648,113,11.4,511,9369928,FETEKOZ,9HA3865,89,80,25,10,7,6.9,BEIRUT,4/18/2016 12:00
4/14/2016 19:04,220530000,36.42119,17.06812,271,11.5,511,9431264,KIRSTEN MAERSK,OYDH2,89,146,37,14,13,11.7,LAVERA,4/17/2016 10:00
4/14/2016 19:04,353401000,37.42705,16.49059,216.4,14.7,511,9506174,GAZ CONCORD,3FVO7,83,91,29,6,14,5.8,MALTA,4/15/2016 5:00
4/14/2016 19:05,229632000,37.41124,17.21048,234.9,13.1,511,9669653,CIELO DI GAETA,9HA3467,89,148,35,8,24,9.1,BRUNSBUTTEL,4/23/2016 16:00
4/14/2016 19:06,247238700,37.45158,17.50455,285,11.3,511,9404637,LEALE,ICIQ,80,0,112,0,17,6,LIVORNO,4/16/2016 12:00
4/14/2016 19:08,273350570,37.6788,17.50852,205,2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/15/2016 23:00
4/14/2016 19:09,247226900,36.50583,17.5475,93,14.5,511,9379337,ICE POINT,ICIB,80,152,30,14,18,8.4,TUAPSE,4/19/2016 12:00
4/14/2016 19:20,538005381,37.42681,17.73463,107,12.9,511,9319868,CANOPUS,V7DF6,72,126,14,12,8,7.2,BURGAS,4/17/2016 23:59
4/14/2016 19:24,226276000,36.6555,16.73283,252,7.5,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3,VALLETTA,4/15/2016 12:30
4/14/2016 19:39,319015800,37.3569,17.64787,286,18.8,511,9561265,ELEGANT ACE,ZGAG,70,28,172,21,11,9,IT LIV,4/16/2016 6:00
4/14/2016 20:00,229632000,37.29428,17.00587,235.7,13.2,511,9669653,CIELO DI GAETA,9HA3467,89,148,35,8,24,9.1,BRUNSBUTTEL,4/23/2016 16:00
4/14/2016 20:00,220530000,36.42392,16.82791,271,11.7,511,9431264,KIRSTEN MAERSK,OYDH2,89,146,37,14,13,11.7,LAVERA,4/17/2016 10:00
4/14/2016 20:00,256247000,37.26523,17.57183,113,10.9,511,9369928,FETEKOZ,9HA3865,89,80,25,10,7,6.9,BEIRUT,4/18/2016 12:00
4/14/2016 20:01,273350570,37.65043,17.48888,208,2.2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/15/2016 23:00
4/14/2016 20:01,247226900,36.4955,17.80317,93,14.3,511,9379337,ICE POINT,ICIB,80,152,30,14,18,8.4,TUAPSE,4/19/2016 12:00
4/14/2016 20:02,538005381,37.38844,17.91848,104.8,12.9,511,9319868,CANOPUS,V7DF6,72,126,14,12,8,7.2,BURGAS,4/17/2016 23:59
4/14/2016 20:04,256684000,37.5082,17.15795,108.7,7.7,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/14/2016 20:04,357444000,37.4545,17.39057,284.7,14.8,511,9102710,MSC MEDITERRANEAN,H8JI,71,184,19,20,10,8.8,GIOIA TAURO,4/15/2016 5:00
4/14/2016 20:04,247238700,37.50147,17.27687,284,11.6,511,9404637,LEALE,ICIQ,80,0,112,0,17,6,LIVORNO,4/16/2016 12:00
4/14/2016 20:04,319015800,37.3982,17.49022,288,19,511,9561265,ELEGANT ACE,ZGAG,70,28,172,21,11,9,IT LIV,4/16/2016 6:00
4/14/2016 20:04,226276000,36.625,16.63967,249,7,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3,VALLETTA,4/15/2016 12:30
4/14/2016 20:08,636015265,36.47167,16.44249,94,12.9,511,9224142,VECHTDIEP,A8ZO9,70,103,15,3,9,7.4,STAVROS,4/16/2016 20:00
4/14/2016 21:00,226276000,36.585,16.51433,246,7,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3,VALLETTA,4/15/2016 12:30
4/14/2016 21:00,229632000,37.16751,16.78223,235.1,13.1,511,9669653,CIELO DI GAETA,9HA3467,89,148,35,8,24,9.1,BRUNSBUTTEL,4/23/2016 16:00
4/14/2016 21:04,518896000,36.40808,16.75842,275.6,10.2,511,9262534,POCHARD S,E5U2843,70,176,23,12,12,7.8,AMSTERDAM,4/25/2016 1:00
4/14/2016 21:04,636014875,37.696,16.41683,106,12.5,511,9260809,ETC RAMSIS,A8XB2,80,213,32,22,19,8,BATUMI GEORGIA,4/19/2016 8:00
4/14/2016 21:04,220530000,36.43029,16.57194,273,11.4,511,9431264,KIRSTEN MAERSK,OYDH2,89,146,37,14,13,11.7,LAVERA,4/17/2016 10:00
4/14/2016 21:04,357444000,37.527,17.08937,284.8,15.3,511,9102710,MSC MEDITERRANEAN,H8JI,71,184,19,20,10,8.8,GIOIA TAURO,4/15/2016 5:00
4/14/2016 21:04,247238700,37.55782,17.04515,285,11.4,511,9404637,LEALE,ICIQ,80,0,112,0,17,6,LIVORNO,4/16/2016 12:00
4/14/2016 21:04,319015800,37.49183,17.1059,289,19.3,511,9561265,ELEGANT ACE,ZGAG,70,28,172,21,11,9,IT LIV,4/16/2016 6:00
4/14/2016 21:09,256247000,37.18222,17.81162,112,10.7,511,9369928,FETEKOZ,9HA3865,89,80,25,10,7,6.9,BEIRUT,4/18/2016 12:00
4/14/2016 21:09,273350570,37.6104,17.4646,203,2.5,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/15/2016 23:00
4/14/2016 21:12,636015265,36.46198,16.7143,90,12.9,511,9224142,VECHTDIEP,A8ZO9,70,103,15,3,9,7.4,STAVROS,4/16/2016 20:00
4/14/2016 21:27,256684000,37.45925,17.36574,98.4,7.3,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/14/2016 22:00,518896000,36.42151,16.5642,274.2,10.5,511,9262534,POCHARD S,E5U2843,70,176,23,12,12,7.8,AMSTERDAM,4/25/2016 1:00
4/14/2016 22:03,636015265,36.45593,16.93737,92,13.1,511,9224142,VECHTDIEP,A8ZO9,70,103,15,3,9,7.4,STAVROS,4/16/2016 20:00
4/14/2016 22:04,256684000,37.43881,17.46658,107.7,7.5,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/14/2016 22:04,636014875,37.639,16.66867,107,12.5,511,9260809,ETC RAMSIS,A8XB2,80,213,32,22,19,8,BATUMI GEORGIA,4/19/2016 8:00
4/14/2016 22:04,357444000,37.59511,16.78131,286.1,15.2,511,9102710,MSC MEDITERRANEAN,H8JI,71,184,19,20,10,8.8,GIOIA TAURO,4/15/2016 5:00
4/14/2016 22:04,247238700,37.6155,16.81447,291,11.3,511,9404637,LEALE,ICIQ,80,0,112,0,17,6,LIVORNO,4/16/2016 12:00
4/14/2016 22:04,319015800,37.59037,16.72002,286,19.5,511,9561265,ELEGANT ACE,ZGAG,70,28,172,21,11,9,IT LIV,4/16/2016 6:00
4/14/2016 22:04,273350570,37.57787,17.4451,208,2.2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/15/2016 23:00
4/14/2016 22:04,229632000,37.03055,16.54097,234.6,13,511,9669653,CIELO DI GAETA,9HA3467,89,148,35,8,24,9.1,BRUNSBUTTEL,4/23/2016 16:00
4/14/2016 22:08,271041000,36.4855,17.85862,273.1,11.2,511,9020340,MARTINE A,TCYH2,70,138,11,3,20,6.9,ARZEW,4/18/2016 5:00
4/14/2016 23:02,271041000,36.49333,17.65595,271.3,11.1,511,9020340,MARTINE A,TCYH2,70,138,11,3,20,6.9,ARZEW,4/18/2016 5:00
4/14/2016 23:03,256684000,37.40856,17.60041,94.6,6.9,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/14/2016 23:04,636015265,36.44965,17.21835,92,13.3,511,9224142,VECHTDIEP,A8ZO9,70,103,15,3,9,7.4,STAVROS,4/16/2016 20:00
4/14/2016 23:04,636014875,37.58183,16.92217,107,12.8,511,9260809,ETC RAMSIS,A8XB2,80,213,32,22,19,8,BATUMI GEORGIA,4/19/2016 8:00
4/14/2016 23:04,408827000,37.58183,16.53389,40,12.4,511,9349526,MAYSSAN,A9HX,71,226,80,15,25,11,KOPER,4/17/2016 4:00
4/14/2016 23:04,636016548,37.44119,16.60902,118,12.8,511,9152739,ALEXANDRA RICKMERS,ELVX4,71,150,46,22,8,10.2,ALEXANDRIA,4/17/2016 6:00
4/14/2016 23:04,357444000,37.66878,16.47345,286.9,15.4,511,9102710,MSC MEDITERRANEAN,H8JI,71,184,19,20,10,8.8,GIOIA TAURO,4/15/2016 5:00
4/14/2016 23:04,273350570,37.54655,17.42327,210,2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/14/2016 23:04,247238700,37.6656,16.57827,282,11.7,511,9404637,LEALE,ICIQ,80,0,112,0,17,6,LIVORNO,4/16/2016 12:00
4/15/2016 0:03,256684000,37.37567,17.74137,106.8,6.9,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/15/2016 0:04,636016548,37.33505,16.83717,120,12.6,511,9152739,ALEXANDRA RICKMERS,ELVX4,71,150,46,22,8,10.2,ALEXANDRIA,4/17/2016 6:00
4/15/2016 0:04,636014875,37.51683,17.17767,109,12.8,511,9260809,ETC RAMSIS,A8XB2,80,213,32,22,19,8,BATUMI GEORGIA,4/19/2016 8:00
4/15/2016 0:04,273350570,37.51733,17.40095,208,2.1,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 0:17,271041000,36.5021,17.37167,272.4,11.2,511,9020340,MARTINE A,TCYH2,70,138,11,3,20,6.9,ARZEW,4/18/2016 5:00
4/15/2016 0:54,636015265,36.43861,17.71825,91,13.3,511,9224142,VECHTDIEP,A8ZO9,70,103,15,3,9,7.4,STAVROS,4/16/2016 20:00
4/15/2016 1:00,538090284,37.63322,16.55469,217.4,11.8,511,9127526,AS CASTOR,V7LZ6,71,137,21,22,2,8.5,MARSAXLOKK,4/15/2016 16:00
4/15/2016 1:04,636016548,37.22937,17.06782,120,13,511,9152739,ALEXANDRA RICKMERS,ELVX4,71,150,46,22,8,10.2,ALEXANDRIA,4/17/2016 6:00
4/15/2016 1:04,271041000,36.5065,17.16737,271.3,11.2,511,9020340,MARTINE A,TCYH2,70,138,11,3,20,6.9,ARZEW,4/18/2016 5:00
4/15/2016 1:04,247046200,36.98645,16.63147,99.1,12.1,511,9220940,VALLE DI ANDALUSIA,IBTJ,84,142,34,10,21,9.6,GEBZE - TR-,4/17/2016 11:00
4/15/2016 1:04,273350570,37.48727,17.37598,216,2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 1:15,256684000,37.33836,17.90933,96.3,6.9,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/15/2016 1:18,636015265,36.43538,17.83383,92,12.9,511,9224142,VECHTDIEP,A8ZO9,70,103,15,3,9,7.4,STAVROS,4/16/2016 20:00
4/15/2016 1:29,636014875,37.4435,17.52117,98,12.4,511,9260809,ETC RAMSIS,A8XB2,80,213,32,22,19,8,BATUMI GEORGIA,4/19/2016 8:00
4/15/2016 1:29,636091977,36.50611,17.1811,271.7,11.7,511,9138458,PAROS,A8VC2,70,129,25,8,18,8,ALGECIRAS,4/18/2016 20:00
4/15/2016 2:00,538090284,37.4775,16.40833,216.9,11.5,511,9127526,AS CASTOR,V7LZ6,71,137,21,22,2,8.5,MARSAXLOKK,4/15/2016 16:00
4/15/2016 2:00,215379000,37.70706,16.60238,219.6,12,511,9252967,BAKU,9HKS7,80,203,36,21,21,8.2,MALTA OPL,4/15/2016 17:00
4/15/2016 2:00,256684000,37.31447,18.01369,100.1,7.1,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,4/17/2016 12:00
4/15/2016 2:02,636014875,37.4185,17.64717,107,12.3,511,9260809,ETC RAMSIS,A8XB2,80,213,32,22,19,8,BATUMI GEORGIA,4/19/2016 8:00
4/15/2016 2:03,636015265,36.43263,18.0255,90,12.8,511,9224142,VECHTDIEP,A8ZO9,70,103,15,3,9,7.4,STAVROS,4/16/2016 20:00
4/15/2016 2:04,271041000,36.51172,16.9321,263.1,11.2,511,9020340,MARTINE A,TCYH2,70,138,11,3,20,6.9,ARZEW,4/18/2016 5:00
4/15/2016 2:08,636091977,36.51071,16.99903,272.1,11.8,511,9138458,PAROS,A8VC2,70,129,25,8,18,8,GIBRALTAR,4/18/2016 23:00
4/15/2016 2:14,271000615,36.72451,16.47762,108,7.7,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 2:14,273350570,37.45535,17.34362,221,2.1,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 2:15,636016548,37.11059,17.32343,120,12.8,511,9152739,ALEXANDRA RICKMERS,ELVX4,71,150,46,22,8,10.2,ALEXANDRIA,4/17/2016 6:00
4/15/2016 2:27,247046200,36.94578,16.96107,99.7,11.8,511,9220940,VALLE DI ANDALUSIA,IBTJ,84,142,34,10,21,9.6,GEBZE - TR-,4/17/2016 11:00
4/15/2016 3:00,215379000,37.55061,16.44303,219,12,511,9252967,BAKU,9HKS7,80,203,36,21,21,8.2,MALTA OPL,4/15/2016 17:00
4/15/2016 3:02,636014875,37.35383,17.898,106,12.4,511,9260809,ETC RAMSIS,A8XB2,80,213,32,22,19,8,BATUMI GEORGIA,4/19/2016 8:00
4/15/2016 3:03,247046200,36.92765,17.10862,99.6,12,511,9220940,VALLE DI ANDALUSIA,IBTJ,84,142,34,10,21,9.6,GEBZE - TR-,4/17/2016 11:00
4/15/2016 3:06,271000615,36.68463,16.59703,114,7.7,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 3:08,271041000,36.52025,16.69695,272.5,11.6,511,9020340,MARTINE A,TCYH2,70,138,11,3,20,6.9,ARZEW,4/18/2016 5:00
4/15/2016 3:15,273350570,37.42972,17.31168,229,2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 3:29,450552000,36.55573,16.39313,84,11.1,511,7129336,BRAVE KNIGHT,ODVW,79,89,12,8,8,4.5,ISTANBUL,4/18/2016 18:00
4/15/2016 3:32,229440000,36.39918,16.59233,271.1,20.7,511,9181675,MSC SARAH,9HA3329,71,235,59,20,12,10.5,FELIXSTOWE,4/21/2016 5:00
4/15/2016 3:39,636016548,36.96004,17.65214,120,12.8,511,9152739,ALEXANDRA RICKMERS,ELVX4,71,150,46,22,8,10.2,ALEXANDRIA,4/17/2016 6:00
4/15/2016 3:42,636091977,36.52265,16.61985,274.2,12,511,9138458,PAROS,A8VC2,70,129,25,8,18,8,GIBRALTAR,4/18/2016 23:00
4/15/2016 4:00,636091977,36.52463,16.55797,272.1,12,511,9138458,PAROS,A8VC2,70,129,25,8,18,8,GIBRALTAR,4/18/2016 23:00
4/15/2016 4:00,247046200,36.89942,17.34138,100.8,11.9,511,9220940,VALLE DI ANDALUSIA,IBTJ,84,142,34,10,21,9.6,GEBZE - TR-,4/17/2016 11:00
4/15/2016 4:00,271000615,36.63838,16.72878,114,7.7,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 4:02,271000677,36.50478,16.4313,92,11.4,511,9242297,LUCIEN G.A,TCCA9,71,145,10,12,13,7.3,GEMLIK BORUSAN,4/17/2016 15:00
4/15/2016 4:02,271041000,36.52818,16.46748,274,11.6,511,9020340,MARTINE A,TCYH2,70,138,11,3,20,6.9,ARZEW,4/18/2016 5:00
4/15/2016 4:02,450552000,36.55603,16.53421,89.5,10.3,511,7129336,BRAVE KNIGHT,ODVW,70,84,18,8,8,4.5,ISTANBUL,4/18/2016 18:00
4/15/2016 4:03,636016548,36.91525,17.75006,120,12.6,511,9152739,ALEXANDRA RICKMERS,ELVX4,71,150,46,22,8,10.2,ALEXANDRIA,4/17/2016 6:00
4/15/2016 4:04,249462000,36.90858,16.55224,108.8,10.1,511,9452763,YM URANUS,9HSQ9,89,100,20,2,16,7.3,HAIFA,4/18/2016 10:00
4/15/2016 4:06,273350570,37.41117,17.28528,229,2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 5:00,271000615,36.60334,16.87041,98,6.9,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 5:02,450552000,36.55192,16.76089,88.8,10.8,511,7129336,BRAVE KNIGHT,ODVW,70,84,18,8,8,4.5,ISTANBUL,4/18/2016 18:00
4/15/2016 5:03,636016548,36.8211,17.96498,117,12.5,511,9152739,ALEXANDRA RICKMERS,ELVX4,71,150,46,22,8,10.2,ALEXANDRIA,4/17/2016 6:00
4/15/2016 5:03,249462000,36.8505,16.7681,109.8,10.2,511,9452763,YM URANUS,9HSQ9,89,100,20,2,16,7.3,HAIFA,4/18/2016 10:00
4/15/2016 5:03,247046200,36.87038,17.59,98.1,11.8,511,9220940,VALLE DI ANDALUSIA,IBTJ,84,142,34,10,21,9.6,GEBZE - TR-,4/17/2016 11:00
4/15/2016 5:04,273350570,37.39025,17.25507,231,1.7,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 5:04,256445000,37.64162,16.62042,216,13.4,511,9260500,SANTA LUCIA,9HA2860,89,90,15,7,8,5.3,MARSAXLOKK,4/15/2016 20:00
4/15/2016 5:17,271000677,36.48968,16.73559,94,11.3,511,9242297,LUCIEN G.A,TCCA9,71,145,10,12,13,7.3,GEMLIK BORUSAN,4/17/2016 15:00
4/15/2016 6:00,234648000,37.44076,16.61552,119.7,19.1,511,9138783,WILHELMSBORG,GDIW,70,26,156,10,20,6.3,ALEXANDRIA,4/16/2016 22:01
4/15/2016 6:00,249462000,36.8028,16.95892,107.8,9.9,511,9452763,YM URANUS,9HSQ9,89,100,20,2,16,7.3,HAIFA,4/18/2016 10:00
4/15/2016 6:00,271000615,36.58293,17.01698,97,7.2,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 6:02,271000677,36.48167,16.89549,93,11.3,511,9242297,LUCIEN G.A,TCCA9,71,145,10,12,13,7.3,GEMLIK BORUSAN,4/17/2016 15:00
4/15/2016 6:02,450552000,36.5528,16.95987,86.7,10.5,511,7129336,BRAVE KNIGHT,ODVW,79,89,12,8,8,4.5,ISTANBUL,4/18/2016 18:00
4/15/2016 6:03,247046200,36.84262,17.84183,96.1,12.2,511,9220940,VALLE DI ANDALUSIA,IBTJ,84,142,34,10,21,9.6,GEBZE - TR-,4/17/2016 11:00
4/15/2016 6:04,256445000,37.46462,16.44758,217,13.4,511,9260500,SANTA LUCIA,9HA2860,89,90,15,7,8,5.3,MARSAXLOKK,4/15/2016 20:00
4/15/2016 6:04,273350570,37.37312,17.22653,237,1.6,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 7:00,271000615,36.57433,17.17038,92,7.2,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 7:00,518570000,37.46585,16.39797,36.3,7.6,511,8509363,BERONIKE,E5U2520,70,0,0,0,0,4.4,KOPER SLOVENIA,4/18/2016 11:00
4/15/2016 7:02,271000677,36.47659,17.13378,89,11.3,511,9242297,LUCIEN G.A,TCCA9,71,145,10,12,13,7.3,GEMLIK BORUSAN,4/17/2016 15:00
4/15/2016 7:02,450552000,36.55905,17.18307,86.5,10.4,511,7129336,BRAVE KNIGHT,ODVW,79,89,12,8,8,4.5,ISTANBUL,4/18/2016 18:00
4/15/2016 7:04,249462000,36.75189,17.16453,106.3,10.1,511,9452763,YM URANUS,9HSQ9,89,100,20,2,16,7.3,HAIFA,4/18/2016 10:00
4/15/2016 7:04,357231000,37.67475,16.70203,106,15.8,511,9275361,ATHENA,HOXI,70,173,62,22,10,11.4,PIRAEUS,4/16/2016 13:00
4/15/2016 7:04,273350570,37.36003,17.19697,249,1.4,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 7:21,234648000,37.23104,17.06528,120.3,19.3,511,9138783,WILHELMSBORG,GDIW,70,26,156,10,20,6.3,ALEXANDRIA,4/16/2016 22:01
4/15/2016 8:00,234648000,37.11216,17.30315,121.9,19.1,511,9138783,WILHELMSBORG,GDIW,70,26,156,10,20,6.3,ALEXANDRIA,4/16/2016 22:01
4/15/2016 8:00,244573000,36.4215,18.055,271,10.5,511,9278349,BEAUMONDE,PBBI,70,80,9,3,10,4.2,MARIN,4/21/2016 16:00
4/15/2016 8:02,271000677,36.47261,17.37212,93,11.2,511,9242297,LUCIEN G.A,TCCA9,71,145,10,12,13,7.3,GEMLIK BORUSAN,4/17/2016 15:00
4/15/2016 8:02,450552000,36.56452,17.40617,91.6,10.8,511,7129336,BRAVE KNIGHT,ODVW,70,84,18,8,8,4.5,ISTANBUL,4/18/2016 18:00
4/15/2016 8:03,271000615,36.56834,17.32455,94,7.5,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 8:04,518570000,37.56534,16.49844,40.2,7.5,511,8509363,BERONIKE,E5U2520,70,0,0,0,0,4.4,KOPER SLOVENIA,4/18/2016 11:00
4/15/2016 8:04,249462000,36.70802,17.37398,104.2,10.7,511,9452763,YM URANUS,9HSQ9,89,100,20,2,16,7.3,HAIFA,4/18/2016 10:00
4/15/2016 8:04,357231000,37.5988,17.01823,106,15.4,511,9275361,ATHENA,HOXI,70,173,62,22,10,11.4,PIRAEUS,4/16/2016 13:00
4/15/2016 8:04,273350570,37.35367,17.16882,260,1.3,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 8:04,477095900,36.48993,17.76043,270.7,20.5,511,9275634,MSC ROMANOS,VRJC7,71,15,279,16,16,13.1,SINES,4/18/2016 6:30
4/15/2016 9:00,234648000,36.95108,17.64373,119.5,19,511,9138783,WILHELMSBORG,GDIW,70,26,156,10,20,6.3,ALEXANDRIA,4/16/2016 22:01
4/15/2016 9:00,244573000,36.42217,17.8435,271,10.1,511,9278349,BEAUMONDE,PBBI,70,80,9,3,10,4.2,MARIN,4/21/2016 16:00
4/15/2016 9:02,271000677,36.46662,17.60991,93,11.5,511,9242297,LUCIEN G.A,TCCA9,71,145,10,12,13,7.3,GEMLIK BORUSAN,4/17/2016 15:00
4/15/2016 9:02,450552000,36.5634,17.63303,89.6,10.7,511,7129336,BRAVE KNIGHT,ODVW,70,84,18,8,8,4.5,ISTANBUL,4/18/2016 18:00
4/15/2016 9:02,236297000,36.49193,18.00753,271.5,12.5,511,9323651,DITZUM,ZDHB8,70,91,8,9,5,5.6,TORNIO,4/28/2016 12:00
